age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
30,Unmarried,1,22000,Under $25,10.9,Economy,Some college,2,0,1,5,f,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
27,Unmarried,3,106000,$75+,51.300000000000004,Luxury,Some college,3,0,1,1,f,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1
51,Married,19,40000,$25 - $49,19.5,Standard,College degree,0,0,1,1,m,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
24,Unmarried,5,33000,$25 - $49,16.400000000000002,Standard,Some college,2,0,1,3,m,2,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1
51,Unmarried,16,58000,$50 - $74,28.6,Standard,High school degree,0,0,1,3,f,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
52,Married,16,440000,$75+,72.8,Luxury,Some college,24,0,3,4,m,4,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1
47,Married,24,100000,$75+,51.1,Luxury,Some college,23,0,3,4,f,3,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
51,Married,22,126000,$75+,63.7,Luxury,High school degree,24,0,3,5,f,2,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1
44,Unmarried,24,32000,$25 - $49,15.8,Standard,College degree,3,0,1,2,f,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
28,Married,6,50000,$50 - $74,24.8,Standard,College degree,2,0,1,3,f,3,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1
40,Unmarried,16,20000,Under $25,9.600000000000001,Economy,Did not complete high school,0,0,1,1,f,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
39,Unmarried,14,28000,$25 - $49,14.100000000000001,Economy,Did not complete high school,2,0,1,5,m,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
31,Unmarried,12,35000,$25 - $49,17.1,Standard,High school degree,2,0,1,1,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
54,Unmarried,33,25000,$25 - $49,12.200000000000001,Economy,High school degree,4,0,1,4,m,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
52,Married,14,23000,Under $25,11.5,Economy,Did not complete high school,3,0,1,2,f,2,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1
38,Unmarried,7,51000,$50 - $74,25.1,Standard,High school degree,13,0,2,5,f,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1
39,Married,17,29000,$25 - $49,14.8,Economy,Some college,0,0,1,1,f,4,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1
37,Married,12,23000,Under $25,11.3,Economy,College degree,5,0,2,4,m,2,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0
27,Married,4,32000,$25 - $49,15.8,Standard,College degree,2,0,1,1,f,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
38,Unmarried,12,31000,$25 - $49,15.3,Standard,High school degree,0,0,1,2,m,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
35,Married,9,23000,Under $25,11.100000000000001,Economy,Did not complete high school,0,0,1,1,f,4,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
66,Unmarried,18,20000,Under $25,10.200000000000001,Economy,Did not complete high school,35,1,3,2,f,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
45,Married,6,73000,$50 - $74,36.2,Luxury,College degree,17,0,3,5,m,3,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1
26,Unmarried,1,81000,$75+,40.800000000000004,Luxury,Post-undergraduate degree,0,0,1,1,m,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1
23,Married,0,16000,Under $25,7.9,Economy,High school degree,2,0,1,2,f,4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
45,Unmarried,20,153000,$75+,77.10000000000001,Luxury,High school degree,23,0,3,3,m,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1
50,Married,15,132000,$75+,67.8,Luxury,Some college,27,0,3,4,m,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
30,Married,9,113000,$75+,55.400000000000006,Luxury,College degree,2,0,1,3,f,4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
65,Unmarried,6,66000,$50 - $74,31.900000000000002,Luxury,College degree,29,1,3,1,f,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0
63,Unmarried,40,97000,$75+,49.2,Luxury,Some college,30,0,3,4,m,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
46,Married,7,98000,$75+,48.7,Luxury,Post-undergraduate degree,20,0,3,3,f,2,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1
38,Unmarried,5,35000,$25 - $49,17.5,Standard,High school degree,9,0,2,3,f,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1
36,Unmarried,4,70000,$50 - $74,34.9,Luxury,Did not complete high school,9,0,2,3,f,4,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1
30,Married,6,40000,$25 - $49,19.6,Standard,Post-undergraduate degree,2,0,1,4,f,3,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1
28,Unmarried,5,21000,Under $25,10.3,Economy,High school degree,6,0,2,3,f,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
32,Unmarried,4,18000,Under $25,8.700000000000001,Economy,College degree,0,0,1,3,f,1,1,0,0,0,NA,1,1,1,1,1,1,1,1,1,1
54,Married,31,133000,$75+,65.7,Luxury,High school degree,26,0,3,4,m,4,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
38,Unmarried,10,39000,$25 - $49,19.5,Standard,College degree,7,0,2,1,f,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1
61,Married,15,674000,$75+,74.7,Luxury,High school degree,41,0,3,3,m,2,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0
29,Unmarried,8,30000,$25 - $49,14.8,Economy,Post-undergraduate degree,2,0,1,1,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
27,Married,1,33000,$25 - $49,16.3,Standard,Some college,6,0,2,4,m,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
44,Unmarried,23,106000,$75+,52.900000000000006,Luxury,College degree,12,0,2,2,m,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1
49,Married,21,34000,$25 - $49,17.1,Standard,Did not complete high school,5,0,2,2,m,5,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1
51,Married,3,107000,$75+,52.400000000000006,Luxury,Some college,21,0,3,2,f,4,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1
46,Married,13,62000,$50 - $74,31.200000000000003,Luxury,Did not complete high school,22,0,3,4,m,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
62,Unmarried,10,362000,$75+,73.6,Luxury,High school degree,37,0,3,4,m,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1
27,Unmarried,1,26000,$25 - $49,12.700000000000001,Economy,High school degree,4,0,1,5,f,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
22,Unmarried,3,21000,Under $25,11,Economy,College degree,0,0,1,1,m,1,0,0,0,0,NA,0,0,1,1,1,0,1,0,1,1
19,Married,0,16000,Under $25,7.9,Economy,High school degree,0,0,1,4,f,3,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1
46,Married,6,54000,$50 - $74,27.400000000000002,Standard,Some college,14,0,2,1,m,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
63,Married,15,26000,$25 - $49,13.200000000000001,Economy,Some college,0,0,1,2,m,2,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1
44,Unmarried,5,62000,$50 - $74,31,Luxury,Did not complete high school,6,0,2,4,f,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
22,Married,3,76000,$75+,37,Luxury,Some college,0,0,1,2,f,5,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
30,Unmarried,1,28000,$25 - $49,14,Economy,High school degree,1,0,1,2,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
59,Unmarried,32,211000,$75+,74.2,Luxury,High school degree,36,0,3,3,f,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
58,Unmarried,35,151000,$75+,76.9,Luxury,Did not complete high school,38,0,3,5,m,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
49,Unmarried,21,119000,$75+,60.800000000000004,Luxury,Did not complete high school,28,0,3,3,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
41,Unmarried,3,30000,$25 - $49,15.100000000000001,Standard,High school degree,7,0,2,3,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
52,Married,19,137000,$75+,68.7,Luxury,High school degree,26,0,3,4,f,4,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
26,Married,6,23000,Under $25,11.4,Economy,Some college,2,0,1,3,m,4,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0
69,Married,2,83000,$75+,43.2,Luxury,Some college,15,0,3,5,m,3,0,0,1,0,NA,1,1,1,1,1,1,0,0,0,0
47,Married,8,34000,$25 - $49,16.900000000000002,Standard,Did not complete high school,10,0,2,2,m,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
39,Married,14,58000,$50 - $74,28.6,Standard,High school degree,5,0,2,2,f,4,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
37,Married,7,67000,$50 - $74,33.800000000000004,Luxury,High school degree,13,0,2,4,m,2,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1
41,Married,15,165000,$75+,82.7,Luxury,College degree,16,0,3,5,m,2,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1
19,Married,0,33000,$25 - $49,16.7,Standard,High school degree,0,0,1,1,f,4,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1
46,Unmarried,19,83000,$75+,41.800000000000004,Luxury,High school degree,14,0,2,5,m,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1
44,Unmarried,3,32000,$25 - $49,15.9,Standard,High school degree,0,0,1,1,f,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0
31,Unmarried,5,32000,$25 - $49,16.3,Standard,Some college,3,0,1,1,m,4,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1
39,Unmarried,5,68000,$50 - $74,33.6,Luxury,Some college,18,0,3,5,f,4,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
27,Married,3,75000,$75+,37.4,Luxury,Post-undergraduate degree,0,0,1,1,m,4,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1
42,Married,10,26000,$25 - $49,13.100000000000001,Economy,High school degree,1,0,1,2,m,3,0,0,0,0,NA,0,0,1,1,1,0,0,0,1,1
55,Married,19,45000,$25 - $49,22.1,Standard,High school degree,12,0,2,4,f,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
35,Unmarried,6,30000,$25 - $49,15.100000000000001,Standard,Did not complete high school,8,0,2,4,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
42,Married,12,124000,$75+,62.1,Luxury,High school degree,21,0,3,4,f,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
58,Married,18,165000,$75+,82.2,Luxury,Did not complete high school,35,0,3,5,m,2,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
50,Married,13,42000,$25 - $49,20.400000000000002,Standard,College degree,15,0,3,5,m,4,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1
26,Unmarried,4,22000,Under $25,10.700000000000001,Economy,Did not complete high school,1,0,1,1,m,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
41,Married,8,38000,$25 - $49,19,Standard,Some college,0,0,1,1,f,4,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1
29,Married,9,22000,Under $25,11,Economy,Did not complete high school,7,0,2,3,f,5,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1
42,Married,4,77000,$75+,38.7,Luxury,College degree,13,0,2,3,f,4,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
51,Married,26,45000,$25 - $49,22.5,Standard,College degree,5,0,2,4,f,3,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
34,Married,7,21000,Under $25,10.3,Economy,Did not complete high school,1,0,1,1,m,4,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1
33,Married,4,32000,$25 - $49,16.1,Standard,High school degree,4,0,1,4,f,5,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0
48,Married,26,158000,$75+,79.30000000000001,Luxury,High school degree,29,0,3,4,m,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
34,Married,9,31000,$25 - $49,15.4,Standard,High school degree,7,0,2,2,f,5,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
24,Unmarried,4,18000,Under $25,8.9,Economy,Some college,2,0,1,1,f,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1
44,Unmarried,21,57000,$50 - $74,27.900000000000002,Standard,Post-undergraduate degree,12,0,2,3,f,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1
67,Married,10,80000,$75+,39.5,Luxury,High school degree,36,1,3,5,m,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
28,Unmarried,4,17000,Under $25,8.3,Economy,Post-undergraduate degree,2,0,1,2,f,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1
45,Unmarried,5,84000,$75+,43,Luxury,Some college,17,0,3,5,m,1,1,0,0,0,NA,1,0,1,1,1,0,0,0,1,1
46,Married,11,234000,$75+,72.9,Luxury,College degree,19,0,3,2,f,5,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1
50,Unmarried,14,20000,Under $25,9.9,Economy,High school degree,3,0,1,2,m,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
50,Married,31,72000,$50 - $74,35.9,Luxury,Did not complete high school,23,0,3,5,m,5,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1
25,Unmarried,2,32000,$25 - $49,15.5,Standard,High school degree,5,0,2,2,f,3,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1
57,Married,24,36000,$25 - $49,18.1,Standard,High school degree,0,0,1,3,f,2,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
48,Unmarried,14,82000,$75+,40.800000000000004,Luxury,Did not complete high school,14,0,2,2,m,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1
48,Unmarried,23,189000,$75+,93.80000000000001,Luxury,High school degree,26,0,3,4,m,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
45,Married,25,48000,$25 - $49,24.5,Standard,High school degree,9,0,2,1,f,2,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1
51,Unmarried,24,129000,$75+,65.7,Luxury,Did not complete high school,24,0,3,3,m,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1
50,Unmarried,8,61000,$50 - $74,30.6,Luxury,Some college,10,0,2,2,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
48,Unmarried,14,241000,$75+,76,Luxury,College degree,23,0,3,4,f,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
46,Unmarried,23,141000,$75+,71.4,Luxury,High school degree,14,0,2,3,m,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
22,Unmarried,2,23000,Under $25,11.700000000000001,Economy,High school degree,2,0,1,2,m,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1
38,Unmarried,3,138000,$75+,69.10000000000001,Luxury,Some college,14,0,2,4,f,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1
26,Married,7,18000,Under $25,9,Economy,Some college,1,0,1,2,m,5,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1
62,Married,0,143000,$75+,72.5,Luxury,Did not complete high school,27,0,3,2,m,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
46,Unmarried,10,34000,$25 - $49,16.8,Standard,Did not complete high school,1,0,1,1,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
42,Married,6,69000,$50 - $74,33.9,Luxury,High school degree,16,0,3,3,m,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
41,Unmarried,12,23000,Under $25,11,Economy,Some college,4,0,1,2,m,1,0,0,1,1,NA,1,1,1,1,1,0,0,0,0,1
38,Unmarried,14,56000,$50 - $74,28,Standard,High school degree,14,0,2,5,m,2,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1
47,Married,2,121000,$75+,60.2,Luxury,College degree,7,0,2,2,f,4,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1
57,Married,28,80000,$75+,40.5,Luxury,Did not complete high school,24,0,3,2,f,4,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
43,Unmarried,7,59000,$50 - $74,28.8,Standard,College degree,15,0,3,2,f,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
42,Married,15,31000,$25 - $49,15.200000000000001,Standard,High school degree,3,0,1,4,m,5,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1
74,Unmarried,4,34000,$25 - $49,16.900000000000002,Standard,High school degree,9,0,2,3,f,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1
55,Unmarried,1,119000,$75+,58.1,Luxury,Some college,12,0,2,2,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
26,Married,7,22000,Under $25,10.700000000000001,Economy,College degree,1,0,1,1,f,2,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1
49,Unmarried,0,74000,$50 - $74,36.800000000000004,Luxury,Did not complete high school,27,0,3,4,f,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
22,Married,3,20000,Under $25,10,Economy,Did not complete high school,4,0,1,3,f,3,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1
41,Married,17,103000,$75+,50.6,Luxury,Post-undergraduate degree,6,0,2,2,m,2,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
38,Unmarried,19,60000,$50 - $74,30.200000000000003,Luxury,High school degree,12,0,2,2,m,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
31,Unmarried,1,39000,$25 - $49,20,Standard,Some college,9,0,2,3,f,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
20,Unmarried,0,20000,Under $25,10.100000000000001,Economy,Some college,0,0,1,3,m,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
51,Unmarried,22,24000,Under $25,11.5,Economy,Some college,5,0,2,3,f,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
44,Married,16,44000,$25 - $49,22,Standard,College degree,4,0,1,2,f,2,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1
57,Unmarried,37,85000,$75+,41.5,Luxury,High school degree,21,0,3,3,m,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
56,Unmarried,10,179000,$75+,89.60000000000001,Luxury,Did not complete high school,29,0,3,4,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
28,Married,5,28000,$25 - $49,14.5,Economy,Post-undergraduate degree,0,0,1,1,m,4,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1
52,Unmarried,15,23000,Under $25,11.5,Economy,Did not complete high school,13,0,2,2,f,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
37,Married,15,90000,$75+,46,Luxury,Some college,14,0,2,4,m,3,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
18,Married,0,14000,Under $25,6.9,Economy,High school degree,0,0,1,1,f,5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
32,Married,13,27000,$25 - $49,13.700000000000001,Economy,College degree,8,0,2,2,f,5,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
63,Married,38,24000,Under $25,12.3,Economy,Did not complete high school,11,0,2,2,m,4,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
43,Married,13,73000,$50 - $74,36.1,Luxury,Some college,12,0,2,4,f,2,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1
41,Unmarried,19,64000,$50 - $74,31.900000000000002,Luxury,High school degree,16,0,3,3,m,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1
28,Unmarried,4,46000,$25 - $49,23.3,Standard,High school degree,7,0,2,2,f,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
38,Unmarried,10,113000,$75+,56.6,Luxury,Did not complete high school,13,0,2,2,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
35,Unmarried,7,38000,$25 - $49,19.700000000000003,Standard,College degree,3,0,1,2,m,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
51,Married,12,110000,$75+,54.800000000000004,Luxury,Some college,14,0,2,4,m,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1
38,Unmarried,10,63000,$50 - $74,31,Luxury,Did not complete high school,20,0,3,4,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
37,Married,11,66000,$50 - $74,32.9,Luxury,College degree,10,0,2,4,f,3,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
49,Unmarried,28,49000,$25 - $49,24.200000000000003,Standard,Did not complete high school,5,0,2,2,m,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
34,Unmarried,8,77000,$75+,38.2,Luxury,High school degree,15,0,3,5,m,2,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1
39,Married,9,31000,$25 - $49,15.5,Standard,Did not complete high school,7,0,2,3,f,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
48,Married,9,49000,$25 - $49,24.6,Standard,High school degree,11,0,2,4,m,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
35,Married,16,39000,$25 - $49,19.6,Standard,Post-undergraduate degree,1,0,1,2,m,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
30,Married,6,37000,$25 - $49,18.7,Standard,College degree,3,0,1,3,f,4,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
23,Unmarried,4,25000,$25 - $49,12.600000000000001,Economy,Did not complete high school,5,0,2,4,m,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
32,Unmarried,0,25000,$25 - $49,12.700000000000001,Economy,High school degree,4,0,1,2,f,3,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
26,Married,4,19000,Under $25,9.4,Economy,College degree,2,0,1,1,f,3,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0
31,Married,7,24000,Under $25,11.9,Economy,College degree,1,0,1,3,f,5,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
26,Married,7,21000,Under $25,11,Economy,High school degree,7,0,2,2,m,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1
49,Unmarried,19,46000,$25 - $49,22.700000000000003,Standard,High school degree,7,0,2,4,f,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1
48,Unmarried,26,98000,$75+,49.1,Luxury,High school degree,22,0,3,3,f,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
62,Unmarried,4,17000,Under $25,8.6,Economy,Did not complete high school,15,1,3,3,f,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
44,Unmarried,19,53000,$50 - $74,26.1,Standard,Some college,8,0,2,4,f,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1
59,Married,36,33000,$25 - $49,16.400000000000002,Standard,Did not complete high school,9,0,2,4,f,2,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1
54,Married,5,124000,$75+,61.7,Luxury,High school degree,29,0,3,5,m,3,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1
36,Unmarried,12,92000,$75+,45.400000000000006,Luxury,College degree,7,0,2,4,f,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1
23,Unmarried,0,11000,Under $25,5.6000000000000005,Economy,College degree,0,0,1,1,m,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
63,Married,14,10000,Under $25,5.2,Economy,Did not complete high school,9,1,2,3,m,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
39,Unmarried,12,23000,Under $25,11.100000000000001,Economy,College degree,0,0,1,1,m,4,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1
42,Married,6,22000,Under $25,11,Economy,Some college,3,0,1,3,f,2,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0
59,Unmarried,30,87000,$75+,43.800000000000004,Luxury,High school degree,28,0,3,5,m,3,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
58,Unmarried,19,239000,$75+,76.4,Luxury,High school degree,33,0,3,2,f,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
38,Unmarried,18,33000,$25 - $49,16.7,Standard,High school degree,16,0,3,4,f,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
28,Unmarried,0,26000,$25 - $49,12.9,Economy,Some college,4,0,1,4,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
56,Married,0,29000,$25 - $49,14.200000000000001,Economy,High school degree,11,0,2,5,f,3,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
26,Unmarried,4,23000,Under $25,11.9,Economy,Some college,4,0,1,2,m,2,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1
51,Unmarried,12,65000,$50 - $74,32,Luxury,High school degree,12,0,2,3,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
43,Married,24,124000,$75+,61.900000000000006,Luxury,High school degree,19,0,3,5,m,5,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
44,Unmarried,9,34000,$25 - $49,16.8,Standard,Did not complete high school,13,0,2,3,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
47,Married,12,75000,$75+,36.5,Luxury,High school degree,17,0,3,3,m,4,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0
40,Unmarried,12,53000,$50 - $74,26.400000000000002,Standard,Did not complete high school,20,0,3,5,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
28,Unmarried,8,17000,Under $25,8.3,Economy,Some college,1,0,1,1,f,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
33,Married,5,23000,Under $25,11.200000000000001,Economy,Did not complete high school,3,0,1,4,f,4,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1
36,Married,5,73000,$50 - $74,37.2,Luxury,High school degree,15,0,3,3,m,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
68,Unmarried,39,16000,Under $25,7.800000000000001,Economy,Post-undergraduate degree,3,1,1,1,f,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
29,Married,0,33000,$25 - $49,16.7,Standard,College degree,6,0,2,4,m,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
34,Married,12,39000,$25 - $49,19.5,Standard,High school degree,14,0,2,3,f,2,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
33,Unmarried,1,26000,$25 - $49,13,Economy,High school degree,9,0,2,4,m,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1
49,Unmarried,1,85000,$75+,41.300000000000004,Luxury,Some college,15,0,3,5,m,1,0,0,0,1,NA,1,1,1,1,1,1,1,0,1,1
61,Married,2,13000,Under $25,6.300000000000001,Economy,Some college,1,1,1,3,m,2,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1
26,Married,2,28000,$25 - $49,13.8,Economy,High school degree,0,0,1,1,f,4,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
38,Married,16,76000,$75+,37.7,Luxury,High school degree,14,0,2,1,m,4,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
71,Unmarried,13,26000,$25 - $49,13.100000000000001,Economy,High school degree,20,1,3,2,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
